uf_busca,cidade_busca,universidade_nome,campus_nome,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Administração,Bacharelado,Curso a Distância,298.00,,,,1,,,584.54,
SP,Sao Jose dos Campos,Escola Superior de Administração de Empresas - INEA,CENTRO - Centro,Administração,Bacharelado,Matutino,589.00,1,3,,,563.18,552.00,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Administração,Bacharelado,Matutino,599.00,2,3,,,598.48,575.22,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Administração,Bacharelado,Noturno,599.00,1,2,,,614.44,643.26,,
SP,Sao Jose dos Campos,Faculdade Educacional da Lapa - FAEL,SP - SÃO JOSÉ DOS CAMPOS - POLO EAD - Vila Igualdade,Administração,Bacharelado,Curso a Distância,325.00,,,,1,,,588.28,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Administração,Bacharelado,Curso a Distância,290.42,,,1,2,,,538.80,535.92
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Administração,Bacharelado,Noturno,1042.50,2,3,,2,612.38,557.08,598.12,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Administração,Bacharelado,Curso a Distância,309.00,0,1,,,567.80,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Administração,Bacharelado,Matutino,755.52,1,3,,,601.22,622.44,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Administração,Bacharelado,Curso a Distância,309.00,1,2,,,570.84,560.68,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,,,,1,,,643.04,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,519.00,2,3,,,586.04,526.14,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,399.00,1,1,,,630.08,610.04,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,569.00,2,4,,,568.50,511.22,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia Ibta - São José dos Campos - IBTA,CENTRO - Centro,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,469.00,1,1,,,542.00,579.22,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,1,1,,,550.72,450.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,594.24,2,5,,,590.20,559.94,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,309.00,0,1,,,581.34,,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Arquitetura e Urbanismo,Bacharelado,Noturno,1098.00,2,5,,,608.68,572.60,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Arquitetura e Urbanismo,Bacharelado,Matutino,1498.00,1,2,,2,662.24,618.26,647.78,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Arquitetura e Urbanismo,Bacharelado,Noturno,1498.00,1,3,,4,652.04,633.02,613.02,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Arquitetura e Urbanismo,Bacharelado,Noturno,1242.60,1,2,,,642.88,614.22,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Artes VIsuais,Licenciatura,Curso a Distância,299.00,1,2,,,595.24,450.00,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Artes VIsuais,Licenciatura,Curso a Distância,237.00,,,,1,,,489.92,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Artes VIsuais,Licenciatura,Curso a Distância,257.19,,,1,1,,,513.64,450.00
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Artes VIsuais,Licenciatura,Noturno,742.50,2,3,,,573.90,577.98,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Artes VIsuais,Licenciatura,Curso a Distância,299.00,0,1,,,559.62,,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Artes VIsuais,Licenciatura,Curso a Distância,209.00,1,1,,,525.48,532.72,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Banco de Dados,Tecnológico,Curso a Distância,257.19,,,,1,,,604.80,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Biblioteconomia,Bacharelado,Curso a Distância,356.80,0,1,,,603.30,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Biomedicina,Bacharelado,Matutino,1321.50,,,,4,,,615.04,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Biomedicina,Bacharelado,Noturno,1351.83,1,2,,,653.92,618.22,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Biomedicina,Bacharelado,Matutino,1115.61,1,1,,,653.76,613.18,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciência da Computação,Bacharelado,Noturno,959.17,1,3,,,653.58,615.02,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Ciências Biológicas,Licenciatura,Curso a Distância,257.19,0,1,,,554.38,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Ciências Biológicas,Bacharelado,Matutino,990.00,0,1,,4,621.70,,589.66,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Ciências Biológicas,Bacharelado,Noturno,990.00,0,1,,4,622.20,,570.24,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Ciências Biológicas,Licenciatura,Noturno,742.50,,,,4,,,576.60,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Ciências Biológicas,Licenciatura,Curso a Distância,309.00,0,1,,,551.38,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciências Biológicas,Bacharelado,Matutino,553.73,2,3,,,639.46,567.40,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciências Biológicas,Licenciatura,Curso a Distância,309.00,0,1,,,560.60,,,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,PAP SÃO JOSÉ DOS CAMPOS (ITS) - Vila Adyana,Ciências Contábeis,Bacharelado,Curso a Distância,298.00,0,1,,1,547.24,,603.92,
SP,Sao Jose dos Campos,Faculdade de São José dos Campos - BILAC,BILAC - Centro,Ciências Contábeis,Bacharelado,Matutino,589.00,0,1,,,634.68,,,
SP,Sao Jose dos Campos,Universidade Anhanguera - UNIDERP,SAO JOSE DOS CAMPOS/SP (24105) - Colônia Paraíso,Ciências Contábeis,Bacharelado,Curso a Distância,259.00,0,1,,,554.20,,,
SP,Sao Jose dos Campos,Universidade Anhembi Morumbi - UAM,POLO SÃO JOSÉ DOS CAMPOS - Jardim Explanada,Ciências Contábeis,Bacharelado,Curso a Distância,373.75,1,1,,,613.38,503.04,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Ciências Contábeis,Bacharelado,Noturno,650.00,0,1,,2,676.94,,628.64,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS II - Jardim Serimbura,Ciências Contábeis,Bacharelado,Curso a Distância,329.00,0,1,,,560.86,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciências Contábeis,Bacharelado,Noturno,831.26,2,3,,,656.42,590.08,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciências Contábeis,Bacharelado,Curso a Distância,329.00,1,1,,,609.50,581.66,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Ciências Contábeis,Bacharelado,Curso a Distância,249.00,1,3,,,572.34,503.86,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Ciências Econômicas,Bacharelado,Curso a Distância,290.42,,,,1,,,581.40,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Ciências Econômicas,Bacharelado,Curso a Distância,309.00,0,1,,,663.68,,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Ciências Sociais,Licenciatura,Curso a Distância,235.73,,,,1,,,546.60,
SP,Sao Jose dos Campos,Centro Universitário Internacional - Uninter - UNINTER,SÃO JOSÉ DOS CAMPOS (ITS) - SP - Vila Betânia,Comércio Exterior,Tecnológico,Curso a Distância,270.00,0,1,,,524.54,,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Comércio Exterior,Tecnológico,Curso a Distância,257.19,,,,1,,,545.86,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Comércio Exterior,Tecnológico,Noturno,539.04,1,2,,,604.24,553.32,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Computação,Licenciatura,Curso a Distância,299.00,0,1,,,542.76,,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Comunicação Social - Publicidade e Propaganda,Bacharelado,Noturno,1381.00,0,1,,3,678.66,,602.74,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Comunicação Social - Radio e Televisão,Bacharelado,Noturno,1381.00,0,1,,4,705.26,,586.36,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Design de Interiores,Tecnológico,Noturno,594.24,1,2,,,583.02,574.60,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Design de Interiores,Tecnológico,Matutino,539.04,1,2,,,580.02,576.16,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Design de Moda,Bacharelado,Noturno,1381.00,1,1,,,620.40,631.00,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Design Gráfico,Tecnológico,Noturno,647.28,2,3,,,621.40,586.70,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,CAMPUS CENTRO - Centro,Direito,Bacharelado,Matutino,1521.00,1,3,,4,666.44,617.70,610.66,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,CAMPUS CENTRO - Centro,Direito,Bacharelado,Noturno,1521.00,6,12,,4,640.58,610.66,640.00,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Direito,Bacharelado,Noturno,1108.16,0,1,,,653.28,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Direito,Bacharelado,Matutino,980.85,2,5,,,624.78,602.32,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Educação Física,Bacharelado,Curso a Distância,593.60,2,3,,,560.90,533.78,,
SP,Sao Jose dos Campos,Centro Universitário Claretiano - Ceuclar - CEUCLAR,POLO CLARETIANO DE SÃO JOSÉ DOS CAMPOS - Jardim Esplanada,Educação Física,Licenciatura,Curso a Distância,385.00,0,1,,,566.14,,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Educação Física,Bacharelado,Noturno,1098.00,4,8,,,571.42,550.24,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Educação Física,Bacharelado,Matutino,828.00,3,6,,,563.64,540.28,,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Educação Física,Licenciatura,Curso a Distância,295.75,1,2,1,2,556.44,540.42,547.44,459.70
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Educação Física,Bacharelado,Matutino,1202.00,0,1,,4,597.58,,576.98,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Educação Física,Bacharelado,Noturno,1202.00,2,4,,3,608.62,562.94,591.24,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Educação Física,Licenciatura,Noturno,1202.26,0,1,,,588.14,,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Educação Física,Licenciatura,Matutino,910.74,1,1,,,623.50,564.64,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Educação Física,Licenciatura,Curso a Distância,469.00,1,1,,,613.38,540.10,,
SP,Sao Jose dos Campos,Universidade Pitágoras Unopar,SÃO JOSÉ DOS CAMPOS I - Jardim Satélite,Embelezamento e Imagem Pessoal,Tecnológico,Curso a Distância,209.00,1,1,,,558.52,510.06,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Enfermagem,Bacharelado,Matutino,978.00,4,7,,,576.82,549.56,,
SP,Sao Jose dos Campos,Faculdade Anhangüera de São José,UNIDADE SEDE - Bairro Comprido,Enfermagem,Bacharelado,Noturno,918.00,3,5,,,577.28,558.78,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Enfermagem,Bacharelado,Noturno,1170.75,0,1,,2,697.32,,627.34,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Enfermagem,Bacharelado,Noturno,1199.97,2,3,,,615.62,589.36,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Enfermagem,Bacharelado,Matutino,1054.60,3,5,,,639.26,594.58,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Engenharia Aeronáutica,Bacharelado,Noturno,1159.00,1,3,,,681.60,677.56,,
SP,Sao Jose dos Campos,Faculdade de Tecnologia de São José dos Campos - ETEP,ETEP ESPLANADA - Jardim Esplanada,Engenharia Aeronáutica,Bacharelado,Matutino,899.00,1,1,,,675.96,678.36,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Engenharia Aeronáutica,Bacharelado,Noturno,1242.60,1,2,,,683.24,668.08,,
SP,Sao Jose dos Campos,Universidade Paulista - UNIP,SÃO JOSÉ DOS CAMPOS - Jardim Limoeiro,Engenharia Aeronáutica,Bacharelado,Matutino,1080.24,1,2,,,717.52,695.30,,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Engenharia Aeronáutica e Espaço,Bacharelado,Matutino,1498.00,,,,2,,,641.60,
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Engenharia Aeronáutica e Espaço,Bacharelado,Noturno,1498.00,1,3,,4,711.58,669.00,641.18,
SP,Sao Jose dos Campos,Universidade Cidade de São Paulo - UNICID,EDUCARE APOIO TÉCNICO E PEDAGÓGICO LTDA ME (EDUCARE) - Vila Dayana,Engenharia Ambiental,Bacharelado,Curso a Distância,439.79,0,1,1,1,550.10,,545.56,553.26
SP,Sao Jose dos Campos,Universidade do Vale do Paraíba - UNIVAP,SÃO JOSÉ DOS CAMPOS (SEDE) - Urbanova,Engenharia Ambiental e Sanitária,Bacharelado,Matutino,1498.00,,,,3,,,519.06,
